ums,nach,pers,umse,nache,perse,pdwichtig,umheute,aspekte,aufwand,behoerde,beh_grund,unsicher,datengm,ds_unter,ds_forsch,kund_dat,a_positiv,a_rsicher,a_gefahr,a_aufwand,a_kompliz,a_vorteil,a_vertrau,a_inno,a_kost,a_berat,a_proz,a_stand,a_ki,a_forsch,a_nachteil,erf_speich,si_speich,erf_intern,si_intern,erf_extunt,si_extunt,erf_forsch,si_forsch,br_zahl,br08,bges,gk9,gk4,aweight,online,vg,br04,br07
gleich,runter,gleich,gleich,hoch,gleich,4,4,2,4,3,,2,2,3,3,4,1,2,3,5,4,3,3,3,4,4,4,4,3,3,3,1,3,2,3,1,3,1,3,1,Medienbranche,18,10-19,5-19,130.2916666666667,1,Infowi,Mediendienstleister,Mediendienstleister
runter,gleich,gleich,hoch,gleich,gleich,4,5,2,4,3,,1,5,3,1,1,4,2,2,4,4,3,2,2,4,4,3,2,4,2,1,2,3,,3,1,4,1,4,2,Werbung,33,20-49,20-99,39.93333333333333,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,gleich,gleich,gleich,2,4,2,3,3,,2,3,3,3,3,3,3,2,3,3,2,3,2,3,2,3,3,2,3,2,1,3,2,3,1,,1,3,1,techDL,25,20-49,20-99,83.43636363636364,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,hoch,gleich,hoch,hoch,hoch,4,5,2,3,3,,2,5,3,3,4,3,4,3,4,4,3,3,3,4,2,4,4,3,3,3,1,4,2,3,1,3,1,3,1,IKT-Dienstleister,39,20-49,20-99,127.1875,1,Infowi,IKT-Branche,IKT-Branche
gleich,hoch,hoch,gleich,hoch,gleich,2,4,3,4,3,,3,3,3,3,2,1,1,4,5,4,1,2,3,4,3,3,3,5,3,3,1,5,1,5,2,5,1,4,2,Werbung,6,5-9,5-19,169.0416666666667,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,gleich,gleich,gleich,5,5,3,4,3,,1,1,3,3,1,1,1,3,5,5,1,1,3,5,1,1,3,3,1,1,2,2,2,4,1,5,1,5,1,IKT-Dienstleister,156,100-249,>=100,35.70454545454545,1,Infowi,IKT-Branche,IKT-Branche
gleich,gleich,runter,runter,runter,runter,4,4,2,3,3,,1,3,3,3,4,1,2,1,2,3,3,3,2,1,3,3,3,3,1,1,1,3,2,4,1,4,1,4,2,sonstigeDL,11,10-19,5-19,114.8181818181818,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,runter,gleich,gleich,gleich,5,5,3,4,3,,3,5,3,3,3,1,3,3,5,5,1,1,3,5,5,5,3,3,3,3,,,,,,,,,,sonstigeDL,25,20-49,20-99,32.41176470588236,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,hoch,gleich,gleich,gleich,4,5,2,2,3,,2,4,3,3,3,1,3,2,3,3,3,4,1,2,5,3,3,1,1,3,1,3,2,3,1,5,1,5,3,IKT-Dienstleister,21,20-49,20-99,127.1875,1,Infowi,IKT-Branche,IKT-Branche
runter,gleich,hoch,hoch,hoch,gleich,5,5,2,3,3,,2,5,3,3,3,3,3,4,4,4,2,2,3,3,4,3,4,3,3,3,1,4,1,3,1,3,1,3,1,Werbung,38,20-49,20-99,39.93333333333333,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,gleich,hoch,gleich,runter,runter,4,3,3,2,3,,2,3,2,3,4,1,4,1,5,4,1,4,4,1,4,4,4,4,1,4,1,5,2,3,1,5,1,5,5,techDL,6,5-9,5-19,289.140350877193,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,,gleich,gleich,runter,4,5,3,3,3,,2,2,3,3,2,1,1,1,3,3,1,2,5,4,4,4,3,4,1,2,,,,,,,,,,IKT-Dienstleister,21,20-49,20-99,127.1875,1,Infowi,IKT-Branche,IKT-Branche
gleich,gleich,gleich,hoch,hoch,gleich,2,5,2,3,3,,2,2,3,3,,2,3,2,4,4,2,2,2,3,5,1,2,2,1,1,,,,,,,,,,IKT-Dienstleister,368,250-499,>=100,35.70454545454545,0,Infowi,IKT-Branche,IKT-Branche
hoch,,,hoch,,,5,5,2,2,3,,2,4,3,3,,3,5,2,3,3,2,4,3,3,2,4,4,2,2,2,,,,,,,,,,Medienbranche,22,20-49,20-99,35.17073170731707,0,Infowi,Mediendienstleister,Mediendienstleister
runter,runter,gleich,runter,runter,gleich,1,2,3,3,3,,3,4,3,3,3,1,2,2,2,4,2,2,3,1,1,2,2,2,1,1,1,4,2,3,1,5,1,3,3,techDL,13,10-19,5-19,289.140350877193,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,runter,hoch,hoch,gleich,gleich,1,5,3,3,,,1,5,1,3,4,1,1,5,5,5,1,1,3,5,4,3,5,5,1,5,1,5,2,5,1,5,1,,2,IKT-Dienstleister,200,100-249,>=100,35.70454545454545,1,Infowi,IKT-Branche,IKT-Branche
gleich,hoch,gleich,gleich,hoch,gleich,3,5,3,2,3,,1,1,3,3,2,1,1,1,4,1,1,1,5,1,1,1,4,1,2,1,2,4,2,4,2,5,2,4,1,Werbung,4,5-9,5-19,169.0416666666667,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,hoch,gleich,gleich,gleich,gleich,4,5,2,3,3,,2,5,3,3,5,2,3,3,4,4,3,3,3,3,4,4,4,4,4,4,1,5,2,3,1,5,1,4,3,Werbung,164,100-249,>=100,28.5,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,gleich,gleich,hoch,gleich,gleich,3,3,3,3,3,,2,3,3,,2,1,4,1,4,1,,3,1,3,2,5,1,,,,1,4,2,4,1,3,1,3,2,Medienbranche,16,10-19,5-19,130.2916666666667,1,Infowi,Mediendienstleister,Mediendienstleister
hoch,gleich,gleich,gleich,gleich,gleich,3,,2,2,3,,3,4,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,sonstigeDL,21,20-49,20-99,32.41176470588236,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,runter,runter,gleich,5,4,3,4,3,,4,4,3,3,3,1,3,4,5,4,1,3,4,4,1,2,1,,,,,,,,,,,,,Medienbranche,23,20-49,20-99,35.17073170731707,0,Infowi,Mediendienstleister,Mediendienstleister
gleich,runter,gleich,runter,runter,runter,3,4,2,2,3,,2,3,3,3,3,2,2,1,3,5,1,4,2,3,4,2,3,3,5,4,,,,,,,,,,techDL,7,5-9,5-19,289.140350877193,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,runter,gleich,runter,runter,gleich,2,3,2,3,3,,2,5,1,3,,1,3,3,5,5,3,1,3,3,1,3,2,1,1,3,,,,,,,,,,techDL,5,5-9,5-19,289.140350877193,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,runter,gleich,gleich,gleich,gleich,5,4,3,3,3,,2,5,1,3,4,2,2,3,4,4,1,1,3,3,2,3,2,2,1,1,1,4,2,3,1,5,1,3,1,techDL,8,5-9,5-19,289.140350877193,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,gleich,gleich,gleich,gleich,hoch,4,4,3,3,3,,2,5,1,3,4,1,3,3,4,4,,3,3,4,5,5,4,3,,,1,4,2,4,1,5,1,4,2,techDL,70,50-99,20-99,83.43636363636364,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,runter,runter,gleich,gleich,2,3,2,3,3,,2,2,1,3,3,2,2,3,3,4,2,2,3,4,3,3,3,3,2,3,1,4,1,4,1,4,1,4,2,techDL,72,50-99,20-99,83.43636363636364,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,runter,gleich,gleich,runter,gleich,1,4,3,3,3,,3,2,1,3,3,1,1,1,3,1,1,1,3,1,2,1,1,1,1,1,,,,,,,,,,techDL,25,20-49,20-99,83.43636363636364,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,gleich,gleich,hoch,3,4,2,3,3,,2,3,3,3,4,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,1,4,1,3,1,4,,3,1,Medienbranche,25,20-49,20-99,35.17073170731707,1,Infowi,Mediendienstleister,Mediendienstleister
gleich,gleich,hoch,hoch,gleich,gleich,2,4,2,2,3,,1,1,3,3,2,3,3,1,2,2,3,2,2,3,2,2,4,2,1,1,1,4,2,3,1,5,1,4,1,IKT-Dienstleister,7,5-9,5-19,315.4047619047619,1,Infowi,IKT-Branche,IKT-Branche
gleich,gleich,gleich,gleich,gleich,hoch,4,4,3,4,2,versehentliche Darstellung von Klarnamen in Onlinehilfe,3,4,3,3,2,1,1,4,1,1,3,3,3,3,5,2,3,2,1,3,1,5,1,5,1,5,1,5,1,IKT-Dienstleister,12,10-19,5-19,315.4047619047619,1,Infowi,IKT-Branche,IKT-Branche
hoch,hoch,gleich,gleich,hoch,hoch,3,5,2,,3,,1,1,3,3,5,1,2,1,3,2,1,2,1,3,1,4,2,1,1,2,1,,2,3,1,5,1,4,1,IKT-Dienstleister,64,50-99,20-99,127.1875,1,Infowi,IKT-Branche,IKT-Branche
runter,gleich,gleich,gleich,gleich,gleich,4,5,2,3,3,,2,4,3,3,5,,,,,,,,,,,,,,,,1,5,,,,,,,,Medienbranche,55,50-99,20-99,35.17073170731707,1,Infowi,Mediendienstleister,Mediendienstleister
gleich,gleich,runter,hoch,hoch,gleich,4,4,3,2,3,,2,4,3,3,4,1,3,3,4,4,1,1,4,4,3,5,4,3,3,4,2,3,2,4,2,3,1,3,2,Medienbranche,37,20-49,20-99,35.17073170731707,1,Infowi,Mediendienstleister,Mediendienstleister
gleich,gleich,gleich,runter,gleich,gleich,2,4,2,3,3,,2,5,1,3,5,1,5,3,5,5,1,1,5,5,5,3,3,3,5,5,,,,,,,,,,Sonstiges VG,68,50-99,20-99,242.8137254901961,0,VG,VG,Sonstiges VG
gleich,gleich,hoch,hoch,gleich,hoch,5,4,2,2,3,,2,5,1,3,5,1,3,1,5,4,2,3,3,4,5,3,4,3,1,3,1,3,2,3,1,3,1,3,3,Maschinenbau,186,100-249,>=100,39.74509803921568,1,VG,VG,Maschinenbau
gleich,gleich,gleich,gleich,gleich,gleich,4,5,3,3,3,,2,4,3,3,4,1,3,1,5,3,1,3,3,4,5,5,5,3,3,4,1,4,1,5,1,5,1,5,1,Maschinenbau,15,10-19,5-19,155.2,1,VG,VG,Maschinenbau
hoch,hoch,gleich,hoch,gleich,gleich,3,1,2,2,3,,4,3,3,3,3,1,3,1,5,5,3,3,3,3,3,3,3,3,3,3,1,2,2,2,1,3,1,3,1,IKT-Dienstleister,8,5-9,5-19,315.4047619047619,1,Infowi,IKT-Branche,IKT-Branche
runter,gleich,gleich,gleich,gleich,gleich,4,4,3,3,3,,2,2,3,3,2,1,2,1,4,2,1,1,2,4,2,2,2,2,4,,1,2,2,2,1,2,1,2,1,Sonstiges VG,20,20-49,20-99,242.8137254901961,1,VG,VG,Sonstiges VG
runter,hoch,hoch,hoch,hoch,gleich,3,3,3,3,3,,3,2,3,3,4,2,1,4,3,4,3,3,4,4,4,3,3,3,3,3,1,4,2,3,1,3,1,3,1,Sonstiges VG,28,20-49,20-99,242.8137254901961,1,VG,VG,Sonstiges VG
runter,runter,gleich,runter,runter,runter,5,5,2,3,3,,1,5,1,1,5,1,4,1,4,4,1,1,1,5,5,4,5,3,3,3,1,5,1,5,1,5,1,,1,Maschinenbau,55,50-99,20-99,81.19565217391305,1,VG,VG,Maschinenbau
runter,runter,gleich,runter,runter,runter,3,3,3,3,3,,1,2,3,3,4,2,2,1,5,5,1,1,3,5,3,3,3,3,1,1,1,5,2,3,1,5,1,5,1,Maschinenbau,22,20-49,20-99,81.19565217391305,1,VG,VG,Maschinenbau
runter,runter,hoch,gleich,gleich,gleich,5,4,2,3,3,,3,3,3,3,3,2,3,2,3,3,2,3,2,3,2,3,3,2,2,2,2,3,2,3,1,4,1,4,1,techDL,32,20-49,20-99,83.43636363636364,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,gleich,gleich,hoch,gleich,gleich,3,3,3,4,3,,3,3,3,3,3,1,1,3,5,3,3,3,3,5,5,3,3,3,3,3,1,4,1,4,1,5,1,5,1,Medienbranche,14,10-19,5-19,130.2916666666667,1,Infowi,Mediendienstleister,Mediendienstleister
runter,runter,gleich,runter,runter,runter,2,5,2,3,3,,1,5,3,1,5,3,5,3,5,5,3,4,1,3,4,4,2,2,2,1,,,,,,,,,,IKT-Dienstleister,42,20-49,20-99,127.1875,0,Infowi,IKT-Branche,IKT-Branche
gleich,gleich,gleich,gleich,gleich,gleich,5,3,3,4,3,,2,5,1,3,3,1,1,4,5,5,1,1,5,5,4,1,1,3,3,3,1,5,2,3,1,5,1,3,3,IKT-Hardware,23,20-49,20-99,14.84848484848485,1,Infowi,IKT-Branche,IKT-Branche
,gleich,gleich,,gleich,gleich,4,3,3,3,3,,4,5,3,3,4,1,1,1,5,5,1,3,1,5,1,3,3,1,1,3,1,3,1,3,1,5,1,5,2,Chemie/Pharma,550,500-999,>=100,15.38297872340426,1,VG,VG,Chemie/Pharma
runter,runter,hoch,gleich,gleich,gleich,3,4,3,3,3,,1,4,3,3,3,2,3,3,4,4,2,2,3,5,5,3,3,2,2,2,1,5,1,5,1,5,1,5,3,Sonstiges VG,114,100-249,>=100,91.66292134831461,1,VG,VG,Sonstiges VG
runter,runter,gleich,gleich,gleich,runter,4,4,2,3,3,,2,4,1,3,3,3,4,1,4,2,2,3,2,4,3,4,3,2,2,2,,,,,,,,,,Sonstiges VG,992,500-999,>=100,91.66292134831461,1,VG,VG,Sonstiges VG
runter,runter,gleich,gleich,gleich,gleich,5,3,3,4,3,,3,4,3,3,5,3,2,2,4,4,1,3,4,4,4,4,3,1,1,5,1,3,1,3,1,3,1,3,1,Maschinenbau,13,10-19,5-19,155.2,1,VG,VG,Maschinenbau
gleich,gleich,gleich,hoch,hoch,hoch,4,3,3,3,3,,3,4,3,3,4,1,1,5,4,3,1,1,3,2,5,4,3,5,,,1,2,2,2,1,4,1,4,1,IKT-Dienstleister,6,5-9,5-19,315.4047619047619,1,Infowi,IKT-Branche,IKT-Branche
gleich,gleich,gleich,gleich,gleich,gleich,3,4,2,2,3,,1,3,3,3,4,3,3,1,4,4,3,3,3,4,4,4,4,3,1,4,1,3,1,3,1,3,1,3,2,Medienbranche,34,20-49,20-99,35.17073170731707,1,Infowi,Mediendienstleister,Mediendienstleister
gleich,gleich,gleich,runter,runter,gleich,4,3,2,2,3,,2,2,3,3,3,2,3,2,3,3,3,3,3,2,2,3,3,2,,3,,,,,,,,,,Werbung,13,10-19,5-19,169.0416666666667,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,hoch,hoch,hoch,hoch,gleich,3,4,2,3,3,,2,4,3,3,3,3,3,3,4,3,3,3,3,4,3,4,3,3,1,1,,,,,,,,,,Werbung,10,10-19,5-19,169.0416666666667,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,hoch,hoch,gleich,hoch,hoch,3,5,2,2,3,,1,5,3,3,5,2,2,3,3,4,3,3,4,3,4,3,3,4,3,3,1,5,2,5,2,3,1,3,1,IKT-Dienstleister,21,20-49,20-99,127.1875,1,Infowi,IKT-Branche,IKT-Branche
runter,runter,gleich,hoch,hoch,gleich,1,5,2,2,3,,2,1,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,5,2,5,1,5,1,5,1,Werbung,12,10-19,5-19,169.0416666666667,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,hoch,gleich,gleich,runter,5,5,3,4,3,,2,5,1,3,3,2,1,3,5,5,1,2,5,4,5,3,3,5,1,5,1,4,1,4,1,5,1,1,2,IKT-Dienstleister,125,100-249,>=100,35.70454545454545,1,Infowi,IKT-Branche,IKT-Branche
gleich,runter,gleich,gleich,gleich,gleich,2,2,3,2,3,,2,3,3,1,4,2,2,2,3,3,3,2,4,3,3,3,2,2,2,4,,,,,,,,,,Werbung,5,5-9,5-19,169.0416666666667,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,gleich,gleich,gleich,2,5,2,3,3,,2,2,3,3,5,1,5,1,5,5,1,3,1,3,5,5,1,1,1,1,1,3,2,3,1,5,1,5,1,Werbung,22,20-49,20-99,39.93333333333333,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,hoch,gleich,hoch,hoch,gleich,4,4,2,2,3,,1,3,3,3,2,1,3,1,5,2,3,3,2,5,3,3,4,1,1,3,,,,,,,,,,techDL,32,20-49,20-99,83.43636363636364,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,gleich,hoch,hoch,gleich,1,1,3,4,3,,4,4,3,3,5,1,3,3,5,5,1,2,5,5,5,2,3,1,5,5,1,3,1,4,1,4,1,4,1,Werbung,21,20-49,20-99,39.93333333333333,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,runter,runter,gleich,gleich,gleich,3,5,3,4,3,,4,5,3,3,3,1,1,1,1,1,1,3,1,1,1,5,3,1,5,1,1,5,1,5,1,5,1,5,4,techDL,17,10-19,5-19,289.140350877193,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,gleich,runter,runter,runter,3,4,3,3,3,,3,5,3,3,3,1,1,2,2,2,1,1,5,5,5,2,3,5,5,5,2,4,,5,2,5,2,5,1,IKT-Dienstleister,9,5-9,5-19,315.4047619047619,1,Infowi,IKT-Branche,IKT-Branche
gleich,hoch,runter,gleich,hoch,runter,1,4,3,2,3,,2,3,3,3,2,3,4,3,4,4,3,3,3,3,4,2,4,3,3,3,1,4,1,3,1,4,1,4,3,techDL,36,20-49,20-99,83.43636363636364,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,runter,hoch,gleich,gleich,3,5,3,3,3,,1,2,3,3,3,1,1,4,5,5,1,4,4,5,5,5,3,3,1,4,1,5,2,3,1,5,1,5,2,Werbung,13,10-19,5-19,169.0416666666667,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,hoch,hoch,gleich,hoch,4,4,3,4,3,,2,4,1,3,5,1,3,4,5,5,1,1,4,5,5,3,1,4,3,4,1,5,1,5,1,5,1,5,2,IKT-Dienstleister,130,100-249,>=100,35.70454545454545,1,Infowi,IKT-Branche,IKT-Branche
gleich,runter,runter,gleich,gleich,gleich,4,4,3,3,3,,2,4,3,3,4,2,2,3,4,4,2,3,3,3,3,3,4,2,2,3,1,4,2,4,1,4,1,4,1,techDL,25,20-49,20-99,83.43636363636364,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,hoch,gleich,runter,runter,gleich,4,3,3,4,3,,2,4,3,3,3,1,1,3,3,3,1,1,3,4,2,1,1,3,3,5,1,2,1,2,1,5,1,4,2,IKT-Hardware,17,10-19,5-19,74.07142857142857,1,Infowi,IKT-Branche,IKT-Branche
gleich,runter,hoch,gleich,gleich,gleich,2,5,2,2,3,,2,2,3,3,4,2,2,1,3,2,1,1,1,2,5,4,2,3,1,1,,,,,,,,,,techDL,17,10-19,5-19,289.140350877193,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,hoch,gleich,gleich,gleich,gleich,3,3,2,2,3,,2,3,3,3,4,1,1,1,3,3,1,3,1,3,3,3,2,1,1,1,2,1,2,5,1,5,1,5,1,Werbung,4,5-9,5-19,169.0416666666667,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,hoch,hoch,hoch,hoch,hoch,5,5,3,4,3,,2,5,3,3,4,1,2,4,5,5,2,3,4,5,5,2,2,4,1,4,2,4,2,4,1,5,1,4,5,Werbung,34,20-49,20-99,39.93333333333333,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,gleich,gleich,gleich,gleich,2,5,2,2,3,,1,2,3,3,3,3,3,1,2,2,3,3,3,2,1,4,3,1,3,3,1,5,2,5,1,5,1,5,1,Medienbranche,5,5-9,5-19,130.2916666666667,1,Infowi,Mediendienstleister,Mediendienstleister
runter,runter,gleich,gleich,gleich,gleich,3,3,2,3,3,,2,4,3,3,3,2,2,1,4,3,1,3,3,3,2,5,3,3,1,4,2,3,1,5,1,5,1,5,2,sonstigeDL,4,5-9,5-19,114.8181818181818,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,gleich,hoch,hoch,gleich,gleich,3,4,2,2,3,,1,1,3,3,3,1,2,1,1,1,2,2,1,1,2,4,4,1,1,1,1,4,2,4,1,4,1,4,2,techDL,28,20-49,20-99,83.43636363636364,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,hoch,gleich,gleich,3,4,2,2,3,,2,4,3,3,5,1,5,1,2,2,3,3,3,1,1,1,1,1,1,3,,,,,,,,,,Werbung,12,10-19,5-19,169.0416666666667,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,hoch,gleich,gleich,hoch,gleich,5,5,,2,2,"Klärung, ob unser Unternehmen personenbezogene Daten verarbeitet",2,5,3,3,5,1,3,1,3,1,1,3,1,1,1,3,1,1,1,1,1,4,1,3,1,3,1,3,1,sonstigeDL,5,5-9,5-19,114.8181818181818,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,hoch,gleich,gleich,5,4,3,3,3,,3,4,3,3,2,1,1,3,5,5,1,1,5,4,3,3,2,5,1,3,1,5,2,4,1,5,1,,2,Werbung,9,5-9,5-19,169.0416666666667,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,,gleich,gleich,4,4,2,,3,,2,4,3,3,5,2,2,1,3,3,,1,3,2,2,2,3,1,1,1,1,4,2,3,1,5,,5,2,IKT-Dienstleister,8,5-9,5-19,315.4047619047619,1,Infowi,IKT-Branche,IKT-Branche
hoch,hoch,gleich,hoch,hoch,gleich,5,5,2,3,3,,1,3,3,3,5,1,1,1,3,3,4,4,1,2,1,5,1,3,1,1,1,5,1,5,1,5,1,5,1,IKT-Dienstleister,5,5-9,5-19,315.4047619047619,1,Infowi,IKT-Branche,IKT-Branche
runter,gleich,gleich,runter,runter,gleich,2,3,3,3,3,,3,2,3,3,3,1,2,3,3,4,1,1,1,1,1,2,2,1,1,1,2,3,1,5,1,5,1,1,1,techDL,12,10-19,5-19,289.140350877193,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,gleich,gleich,gleich,1,3,2,4,3,,3,1,3,3,2,1,2,,4,4,3,1,2,3,3,2,1,1,1,4,1,4,2,4,1,4,1,4,2,Werbung,18,10-19,5-19,169.0416666666667,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,gleich,gleich,gleich,4,4,2,3,3,,2,4,3,3,5,1,5,1,2,1,1,1,1,2,1,1,1,1,1,,,,,,,,,,,techDL,9,5-9,5-19,289.140350877193,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,gleich,runter,runter,runter,2,5,3,2,3,,1,2,3,3,2,1,1,1,2,2,1,2,4,1,1,1,1,4,1,1,1,5,2,3,1,5,1,5,1,Medienbranche,5,5-9,5-19,130.2916666666667,1,Infowi,Mediendienstleister,Mediendienstleister
gleich,gleich,runter,gleich,gleich,hoch,4,4,2,4,3,,2,4,3,3,5,4,4,1,3,2,1,4,3,5,5,5,5,2,3,4,1,5,2,4,1,5,1,5,1,sonstigeDL,12,10-19,5-19,114.8181818181818,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,runter,gleich,gleich,hoch,5,5,3,3,3,,1,5,3,3,4,1,2,4,5,5,1,2,4,4,5,5,3,3,1,4,1,5,1,5,1,5,1,5,1,Werbung,19,10-19,5-19,169.0416666666667,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,gleich,gleich,gleich,hoch,gleich,3,3,2,2,3,,2,3,3,3,3,1,4,1,3,2,5,3,3,2,1,1,2,3,4,1,,,,,,,,,,techDL,17,10-19,5-19,289.140350877193,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,hoch,gleich,gleich,gleich,gleich,1,5,3,1,3,,1,5,1,1,5,1,1,1,4,4,1,5,1,5,1,5,5,1,1,1,,,,,,,,,,sonstigeDL,4,5-9,5-19,114.8181818181818,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,hoch,runter,runter,runter,gleich,2,5,3,2,3,,2,5,1,1,5,4,1,1,4,2,1,2,1,4,5,3,1,1,1,1,1,5,1,5,1,5,1,5,1,sonstigeDL,8,5-9,5-19,114.8181818181818,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,hoch,gleich,gleich,gleich,gleich,4,4,3,3,3,,2,4,3,3,3,2,2,2,4,4,4,3,3,4,4,3,2,2,2,3,1,4,1,4,1,4,1,4,2,IKT-Dienstleister,45,20-49,20-99,127.1875,1,Infowi,IKT-Branche,IKT-Branche
hoch,hoch,gleich,runter,runter,gleich,5,4,2,3,3,,2,4,3,3,4,1,3,3,4,5,3,3,4,4,5,4,3,3,3,3,,,,,,,,,,IKT-Dienstleister,50,50-99,20-99,127.1875,0,Infowi,IKT-Branche,IKT-Branche
gleich,runter,gleich,gleich,gleich,gleich,2,5,3,4,3,,2,3,3,3,4,1,3,1,3,4,1,1,1,4,5,4,3,1,1,1,1,5,1,5,1,5,1,5,2,techDL,25,20-49,20-99,83.43636363636364,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,gleich,gleich,gleich,4,4,2,2,3,,3,4,3,3,5,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,1,3,2,3,1,3,1,3,3,IKT-Dienstleister,129,100-249,>=100,35.70454545454545,1,Infowi,IKT-Branche,IKT-Branche
hoch,gleich,gleich,runter,gleich,gleich,5,4,1,3,3,,2,4,1,3,4,1,5,2,4,4,1,3,2,4,4,5,4,3,1,4,1,5,1,5,1,5,1,5,2,Medienbranche,350,250-499,>=100,18.17391304347826,1,Infowi,Mediendienstleister,Mediendienstleister
hoch,hoch,gleich,hoch,hoch,gleich,3,5,3,4,3,,1,5,3,3,5,1,3,3,5,5,1,3,4,5,5,5,4,3,1,5,1,5,1,5,1,5,1,5,3,Werbung,20,20-49,20-99,39.93333333333333,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,hoch,runter,hoch,hoch,gleich,4,3,2,3,3,,2,2,3,3,4,2,4,2,4,3,3,4,3,5,4,4,2,2,2,3,1,3,2,2,1,3,1,3,1,Werbung,26,20-49,20-99,39.93333333333333,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,hoch,gleich,gleich,gleich,gleich,2,5,2,2,3,,2,3,3,,4,1,3,3,5,5,1,3,1,3,5,3,3,3,1,1,1,,1,5,1,5,1,5,1,Werbung,11,10-19,5-19,169.0416666666667,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,runter,gleich,gleich,runter,2,5,3,4,,,1,2,3,3,3,1,2,1,4,4,1,1,4,5,3,1,3,4,5,5,1,5,1,5,1,5,1,5,1,IKT-Dienstleister,30,20-49,20-99,127.1875,1,Infowi,IKT-Branche,IKT-Branche
